video_path,class_label
split-videos/train\Kharayo\20241006_091107_speed_up.mp4,Kharayo
split-videos/train\Saag\20241001_152823_slow_down.mp4,Saag
split-videos/train\Saag\dataset 03 (5)_slow_down.mp4,Saag
split-videos/train\Kharayo\20241003_114839_rotate.mp4,Kharayo
split-videos/train\Khairo\20241006_084850_speed_up.mp4,Khairo
split-videos/train\Ghar\20241002_112236_slow_down.mp4,Ghar
split-videos/train\Nariwal\20241003_115701_noise.mp4,Nariwal
split-videos/train\Ghar\20241008_101056_rotate.mp4,Ghar
split-videos/train\Kera\20241003_091342_speed_up.mp4,Kera
split-videos/train\Naang\20241008_101128_flip.mp4,Naang
split-videos/train\Shau\20241003_085731_noise.mp4,Shau
split-videos/train\Gundruk\20241006_094118_noise.mp4,Gundruk
split-videos/train\Baisakh\20241008_091447_color_jitter.mp4,Baisakh
split-videos/train\Amilo\dataset 03 (2)_flip.mp4,Amilo
split-videos/train\Hariyo\20241002_104419_rotate.mp4,Hariyo
split-videos/train\Shau\20241014_093851_rotate.mp4,Shau
split-videos/train\Falful\20241003_114523_brightness.mp4,Falful
split-videos/train\Hathi\Dataset02 (2)_slow_down.mp4,Hathi
split-videos/train\Saag\20241008_091724_color_jitter.mp4,Saag
split-videos/train\Saag\20241002_104755_slow_down.mp4,Saag
split-videos/train\Amilo\dataset 03 (2)_color_jitter.mp4,Amilo
split-videos/train\Naadi\dataset 03 (12)_brightness.mp4,Naadi
split-videos/train\Baisakh\20241003_120831_speed_up.mp4,Baisakh
split-videos/train\Naang\20241008_094311_brightness.mp4,Naang
split-videos/train\Naang\20241002_112327_speed_up.mp4,Naang
split-videos/train\Jestha\20241008_093854_color_jitter.mp4,Jestha
split-videos/train\Khairo\20241008_093956_slow_down.mp4,Khairo
split-videos/train\Gundruk\20241002_112212_speed_up.mp4,Gundruk
split-videos/train\Hariyo\20241008_093942_noise.mp4,Hariyo
split-videos/train\Jestha\20241003_085542_flip.mp4,Jestha
split-videos/train\Nariwal\Dataset02 (14)_slow_down.mp4,Nariwal
split-videos/train\Ghar\20241014_094026_flip.mp4,Ghar
split-videos/train\Gundruk\20241003_115746_flip.mp4,Gundruk
split-videos/train\Falful\dataset 03 (8)_speed_up.mp4,Falful
split-videos/train\Mahina\20241003_085500_noise.mp4,Mahina
split-videos/train\Ghar\20241002_112236_noise.mp4,Ghar
split-videos/train\Hariyo\20241003_115417_rotate.mp4,Hariyo
split-videos/train\Poush\20241002_121218_brightness.mp4,Poush
split-videos/train\Amilo\20241001_152509_brightness.mp4,Amilo
split-videos/train\Naadi\20241002_112309_flip.mp4,Naadi
split-videos/train\Hariyo\20241002_111737_color_jitter.mp4,Hariyo
split-videos/train\Poush\20241006_090532_color_jitter.mp4,Poush
split-videos/train\Mahina\20241002_111452_color_jitter.mp4,Mahina
split-videos/train\Mahina\20241006_093732_flip.mp4,Mahina
split-videos/train\Gundruk\20241006_090905_noise.mp4,Gundruk
split-videos/train\Baisakh\20241008_093838_brightness.mp4,Baisakh
split-videos/train\Mahina\20241002_111452_noise.mp4,Mahina
split-videos/train\Jestha\Dataset02 (5)_flip.mp4,Jestha
split-videos/train\Kharayo\Dataset01 (3)_brightness.mp4,Kharayo
split-videos/train\Shau\20241003_115529_slow_down.mp4,Shau
split-videos/train\Naadi\20241008_091800_slow_down.mp4,Naadi
split-videos/train\Sungur\20241006_083721_color_jitter.mp4,Sungur
split-videos/train\Hariyo\20241001_152548_color_jitter.mp4,Hariyo
split-videos/train\Sungur\20241008_101208_noise.mp4,Sungur
split-videos/train\Mahina\20241003_120819_slow_down.mp4,Mahina
split-videos/train\Poush\20241014_093733_flip.mp4,Poush
split-videos/train\Hariyo\20241003_114416_flip.mp4,Hariyo
split-videos/train\Falful\20241003_085753_brightness.mp4,Falful
split-videos/train\Kharayo\20241014_094141_rotate.mp4,Kharayo
split-videos/train\Naadi\20241008_094258_noise.mp4,Naadi
split-videos/train\Guy\20241003_090032_brightness.mp4,Guy
split-videos/train\Falful\20241003_115610_color_jitter.mp4,Falful
split-videos/train\Poush\20241002_121218_speed_up.mp4,Poush
split-videos/train\Gundruk\20241003_115746_speed_up.mp4,Gundruk
split-videos/train\Naang\20241003_085957_noise.mp4,Naang
split-videos/train\Guy\20241003_091501_noise.mp4,Guy
split-videos/train\Mahina\20241003_115230_slow_down.mp4,Mahina
split-videos/train\Hariyo\20241014_092643_speed_up.mp4,Hariyo
split-videos/train\Gundruk\20241001_152838_color_jitter.mp4,Gundruk
split-videos/train\Falful\20241006_094017_flip.mp4,Falful
split-videos/train\Hathi\20241014_093111_flip.mp4,Hathi
split-videos/train\Shau\20241003_115529_noise.mp4,Shau
split-videos/train\Guy\20241002_104953_noise.mp4,Guy
split-videos/train\Nariwal\20241002_104734_flip.mp4,Nariwal
split-videos/train\Naang\20241002_104920_noise.mp4,Naang
split-videos/train\Baisakh\20241003_115256_flip.mp4,Baisakh
split-videos/train\Poush\20241003_091227_noise.mp4,Poush
split-videos/train\Naang\20241014_093043_rotate.mp4,Naang
split-videos/train\Shau\20241003_091326_flip.mp4,Shau
split-videos/train\Guy\20241006_083706_flip.mp4,Guy
split-videos/train\Gundruk\20241008_101041_flip.mp4,Gundruk
split-videos/train\Baisakh\20241002_121133_speed_up.mp4,Baisakh
split-videos/train\Saag\20241003_114639_noise.mp4,Saag
split-videos/train\Ghar\20241014_093008_brightness.mp4,Ghar
split-videos/train\Shau\dataset 03 (3)_brightness.mp4,Shau
split-videos/train\Baisakh\20241003_091207_brightness.mp4,Baisakh
split-videos/train\Baisakh\20241008_091447_brightness.mp4,Baisakh
split-videos/train\Guy\20241008_101153_speed_up.mp4,Guy
split-videos/train\Saag\20241002_112152_flip.mp4,Saag
split-videos/train\Hariyo\dataset 03 (16)_brightness.mp4,Hariyo
split-videos/train\Kera\20241008_091655_color_jitter.mp4,Kera
split-videos/train\Khairo\20241001_152614_noise.mp4,Khairo
split-videos/train\Baisakh\20241003_114239_color_jitter.mp4,Baisakh
split-videos/train\Khairo\20241014_093822_rotate.mp4,Khairo
split-videos/train\Khairo\20241006_090654_rotate.mp4,Khairo
split-videos/train\Mahina\20241014_093632_color_jitter.mp4,Mahina
split-videos/train\Gundruk\20241014_094010_flip.mp4,Gundruk
split-videos/train\Ghar\20241008_101056_color_jitter.mp4,Ghar
split-videos/train\Falful\20241014_093907_rotate.mp4,Falful
split-videos/train\Falful\20241003_114523_speed_up.mp4,Falful
split-videos/train\Kera\20241002_104645_rotate.mp4,Kera
split-videos/train\Hathi\20241008_094339_noise.mp4,Hathi
split-videos/train\Hathi\20241003_090016_color_jitter.mp4,Hathi
split-videos/train\Saag\dataset 03 (5)_flip.mp4,Saag
split-videos/train\Nariwal\20241008_091712_color_jitter.mp4,Nariwal
split-videos/train\Kera\20241002_121447_rotate.mp4,Kera
split-videos/train\Naadi\20241006_090931_color_jitter.mp4,Naadi
split-videos/train\Kera\20241014_093929_noise.mp4,Kera
split-videos/train\Kharayo\20241006_083737_rotate.mp4,Kharayo
split-videos/train\Kharayo\20241002_105042_noise.mp4,Kharayo
split-videos/train\Gundruk\20241002_112212_brightness.mp4,Gundruk
split-videos/train\Ghar\20241002_121601_noise.mp4,Ghar
split-videos/train\Mahina\20241002_121057_noise.mp4,Mahina
split-videos/train\Shau\20241006_084540_flip.mp4,Shau
split-videos/train\Nariwal\20241003_115701_color_jitter.mp4,Nariwal
split-videos/train\Saag\20241014_092939_color_jitter.mp4,Saag
split-videos/train\Kharayo\20241003_090115_rotate.mp4,Kharayo
split-videos/train\Poush\Dataset02 (19)_color_jitter.mp4,Poush
split-videos/train\Sungur\20241002_105015_rotate.mp4,Sungur
split-videos/train\Hariyo\20241001_152548_brightness.mp4,Hariyo
split-videos/train\Sungur\Dataset02 (9)_flip.mp4,Sungur
split-videos/train\Mahina\20241014_092443_color_jitter.mp4,Mahina
split-videos/train\Kharayo\20241014_094141_noise.mp4,Kharayo
split-videos/train\Mahina\20241003_091140_flip.mp4,Mahina
split-videos/train\Shau\dataset 03 (3)_slow_down.mp4,Shau
split-videos/train\Sungur\20241001_152959_speed_up.mp4,Sungur
split-videos/train\Kharayo\20241008_101220_rotate.mp4,Kharayo
split-videos/train\Hariyo\20241006_082918_flip.mp4,Hariyo
split-videos/train\Khairo\20241003_091255_slow_down.mp4,Khairo
split-videos/train\Ghar\20241003_121202_rotate.mp4,Ghar
split-videos/train\Gundruk\20241008_091738_brightness.mp4,Gundruk
split-videos/train\Nariwal\20241002_104734_color_jitter.mp4,Nariwal
split-videos/train\Saag\20241002_112152_rotate.mp4,Saag
split-videos/train\Mahina\20241014_092443_rotate.mp4,Mahina
split-videos/train\Khairo\20241001_152614_flip.mp4,Khairo
split-videos/train\Falful\20241003_085753_speed_up.mp4,Falful
split-videos/train\Saag\20241006_083308_speed_up.mp4,Saag
split-videos/train\Shau\20241003_085731_rotate.mp4,Shau
split-videos/train\Guy\20241008_101153_slow_down.mp4,Guy
split-videos/train\Naadi\20241008_094258_color_jitter.mp4,Naadi
split-videos/train\Nariwal\20241003_091352_color_jitter.mp4,Nariwal
split-videos/train\Jestha\20241006_082542_speed_up.mp4,Jestha
split-videos/train\Gundruk\20241006_083351_noise.mp4,Gundruk
split-videos/train\Hathi\Dataset01 (10)_speed_up.mp4,Hathi
split-videos/train\Nariwal\20241003_114603_flip.mp4,Nariwal
split-videos/train\Nariwal\20241008_101009_flip.mp4,Nariwal
split-videos/train\Guy\20241006_091028_slow_down.mp4,Guy
split-videos/train\Hathi\20241006_083647_slow_down.mp4,Hathi
split-videos/train\Poush\20241003_114317_brightness.mp4,Poush
split-videos/train\Kera\Dataset02 (4)_flip.mp4,Kera
split-videos/train\Amilo\20241003_114358_brightness.mp4,Amilo
split-videos/train\Hariyo\20241008_093942_brightness.mp4,Hariyo
split-videos/train\Poush\20241003_115333_rotate.mp4,Poush
split-videos/train\Naadi\20241003_091428_slow_down.mp4,Naadi
split-videos/train\Guy\Dataset01 (11)_noise.mp4,Guy
split-videos/train\Naang\20241008_091819_color_jitter.mp4,Naang
split-videos/train\Baisakh\20241006_082424_slow_down.mp4,Baisakh
split-videos/train\Sungur\20241002_121752_noise.mp4,Sungur
split-videos/train\Shau\Dataset02 (11)_brightness.mp4,Shau
split-videos/train\Mahina\20241003_115230_brightness.mp4,Mahina
split-videos/train\Guy\Dataset02 (13)_brightness.mp4,Guy
split-videos/train\Mahina\20241002_121057_slow_down.mp4,Mahina
split-videos/train\Sungur\20241002_121752_color_jitter.mp4,Sungur
split-videos/train\Guy\20241008_101153_flip.mp4,Guy
split-videos/train\Mahina\20241002_121057_rotate.mp4,Mahina
split-videos/train\Kharayo\20241001_153014_noise.mp4,Kharayo
split-videos/train\Kharayo\20241003_121326_color_jitter.mp4,Kharayo
split-videos/train\Khairo\20241003_085715_speed_up.mp4,Khairo
split-videos/train\Poush\20241003_120902_noise.mp4,Poush
split-videos/train\Poush\20241014_093733_noise.mp4,Poush
split-videos/train\Poush\20241002_111555_color_jitter.mp4,Poush
split-videos/train\Kera\20241001_152736_color_jitter.mp4,Kera
split-videos/train\Amilo\20241002_121249_rotate.mp4,Amilo
split-videos/train\Kharayo\20241003_114839_brightness.mp4,Kharayo
split-videos/train\Amilo\20241008_100833_rotate.mp4,Amilo
split-videos/train\Mahina\Dataset02 (18)_brightness.mp4,Mahina
split-videos/train\Amilo\20241002_104402_slow_down.mp4,Amilo
split-videos/train\Baisakh\20241003_085517_rotate.mp4,Baisakh
split-videos/train\Nariwal\Dataset02 (14)_rotate.mp4,Nariwal
split-videos/train\Poush\20241008_091520_rotate.mp4,Poush
split-videos/train\Amilo\20241006_084654_speed_up.mp4,Amilo
split-videos/train\Jestha\20241002_121200_noise.mp4,Jestha
split-videos/train\Shau\20241008_094017_slow_down.mp4,Shau
split-videos/train\Gundruk\20241003_121150_rotate.mp4,Gundruk
split-videos/train\Sungur\20241001_152959_rotate.mp4,Sungur
split-videos/train\Saag\20241003_121137_color_jitter.mp4,Saag
split-videos/train\Amilo\20241003_114358_color_jitter.mp4,Amilo
split-videos/train\Baisakh\20241002_121133_noise.mp4,Baisakh
split-videos/train\Amilo\20241002_112728_color_jitter.mp4,Amilo
split-videos/train\Mahina\20241003_114215_flip.mp4,Mahina
split-videos/train\Guy\20241002_121733_rotate.mp4,Guy
split-videos/train\Mahina\20241001_153334_flip.mp4,Mahina
split-videos/train\Mahina\20241008_093817_slow_down.mp4,Mahina
split-videos/train\Kharayo\Dataset02 (10)_rotate.mp4,Kharayo
split-videos/train\Poush\dataset 03 (13)_speed_up.mp4,Poush
split-videos/train\Falful\Dataset02 (7)_flip.mp4,Falful
split-videos/train\Naadi\20241014_093021_rotate.mp4,Naadi
split-videos/train\Poush\20241002_111555_rotate.mp4,Poush
split-videos/train\Guy\20241003_090032_rotate.mp4,Guy
split-videos/train\Naang\20241014_093043_brightness.mp4,Naang
split-videos/train\Jestha\dataset 03 (20)_brightness.mp4,Jestha
split-videos/train\Hathi\20241003_090016_slow_down.mp4,Hathi
split-videos/train\Gundruk\20241003_115746_rotate.mp4,Gundruk
split-videos/train\Guy\20241008_091843_speed_up.mp4,Guy
split-videos/train\Khairo\20241008_093956_speed_up.mp4,Khairo
split-videos/train\Jestha\20241001_152352_color_jitter.mp4,Jestha
split-videos/train\Poush\20241006_090532_rotate.mp4,Poush
split-videos/train\Khairo\20241008_093956_brightness.mp4,Khairo
split-videos/train\Naadi\20241008_091800_flip.mp4,Naadi
split-videos/train\Gundruk\20241003_121150_noise.mp4,Gundruk
split-videos/train\Mahina\Dataset02 (18)_slow_down.mp4,Mahina
split-videos/train\Guy\20241014_094118_speed_up.mp4,Guy
split-videos/train\Ghar\20241001_152853_slow_down.mp4,Ghar
split-videos/train\Khairo\20241006_084850_flip.mp4,Khairo
split-videos/train\Poush\20241003_085559_brightness.mp4,Poush
split-videos/train\Saag\20241014_092939_flip.mp4,Saag
split-videos/train\Nariwal\20241001_152800_slow_down.mp4,Nariwal
split-videos/train\Saag\20241003_085844_brightness.mp4,Saag
split-videos/train\Baisakh\Dataset01 (8)_slow_down.mp4,Baisakh
split-videos/train\Khairo\20241003_091255_rotate.mp4,Khairo
split-videos/train\Amilo\20241002_104402_color_jitter.mp4,Amilo
split-videos/train\Ghar\20241002_121601_rotate.mp4,Ghar
split-videos/train\Kharayo\20241003_121326_brightness.mp4,Kharayo
split-videos/train\Nariwal\20241002_112125_slow_down.mp4,Nariwal
split-videos/train\Guy\20241006_083706_noise.mp4,Guy
split-videos/train\Ghar\20241014_093008_slow_down.mp4,Ghar
split-videos/train\Naang\Dataset02 (3)_speed_up.mp4,Naang
split-videos/train\Poush\20241003_115333_slow_down.mp4,Poush
split-videos/train\Mahina\20241002_111452_brightness.mp4,Mahina
split-videos/train\Jestha\dataset 03 (20)_speed_up.mp4,Jestha
split-videos/train\Kera\20241002_112105_speed_up.mp4,Kera
split-videos/train\Guy\20241003_090032_color_jitter.mp4,Guy
split-videos/train\Saag\20241003_085844_flip.mp4,Saag
split-videos/train\Gundruk\20241003_085859_speed_up.mp4,Gundruk
split-videos/train\Nariwal\20241003_091352_rotate.mp4,Nariwal
split-videos/train\Sungur\20241008_091857_flip.mp4,Sungur
split-videos/train\Saag\20241008_094215_slow_down.mp4,Saag
split-videos/train\Sungur\20241006_091040_slow_down.mp4,Sungur
split-videos/train\Sungur\20241008_094405_noise.mp4,Sungur
split-videos/train\Shau\20241003_091326_speed_up.mp4,Shau
split-videos/train\Nariwal\20241014_092910_slow_down.mp4,Nariwal
split-videos/train\Mahina\20241002_121057_flip.mp4,Mahina
split-videos/train\Naang\Dataset01 (6)_slow_down.mp4,Naang
split-videos/train\Naang\Dataset02 (3)_flip.mp4,Naang
split-videos/train\Baisakh\20241002_111535_flip.mp4,Baisakh
split-videos/train\Jestha\20241003_085542_brightness.mp4,Jestha
split-videos/train\Gundruk\20241003_121150_brightness.mp4,Gundruk
split-videos/train\Falful\20241008_091634_brightness.mp4,Falful
split-videos/train\Naadi\20241003_085941_brightness.mp4,Naadi
split-videos/train\Guy\20241014_093129_brightness.mp4,Guy
split-videos/train\Mahina\20241008_093817_brightness.mp4,Mahina
split-videos/train\Amilo\20241003_120921_noise.mp4,Amilo
split-videos/train\Gundruk\20241003_121150_color_jitter.mp4,Gundruk
split-videos/train\Kera\20241006_090812_brightness.mp4,Kera
split-videos/train\Poush\20241006_093822_color_jitter.mp4,Poush
split-videos/train\Sungur\20241006_083721_flip.mp4,Sungur
split-videos/train\Guy\20241008_094352_color_jitter.mp4,Guy
split-videos/train\Poush\20241008_091520_color_jitter.mp4,Poush
split-videos/train\Gundruk\Dataset02 (15)_noise.mp4,Gundruk
split-videos/train\Guy\20241003_121306_flip.mp4,Guy
split-videos/train\Gundruk\20241008_101041_speed_up.mp4,Gundruk
split-videos/train\Saag\20241003_114639_color_jitter.mp4,Saag
split-videos/train\Saag\20241003_085844_color_jitter.mp4,Saag
split-videos/train\Kera\Dataset01 (20)_brightness.mp4,Kera
split-videos/train\Hathi\20241003_091446_rotate.mp4,Hathi
split-videos/train\Falful\20241006_094017_slow_down.mp4,Falful
split-videos/train\Guy\20241003_091501_speed_up.mp4,Guy
split-videos/train\Sungur\Dataset02 (9)_rotate.mp4,Sungur
split-videos/train\Shau\20241006_093952_speed_up.mp4,Shau
split-videos/train\Shau\20241003_091326_rotate.mp4,Shau
split-videos/train\Kera\20241002_112105_slow_down.mp4,Kera
split-videos/train\Ghar\20241001_152853_noise.mp4,Ghar
split-videos/train\Nariwal\20241001_152800_color_jitter.mp4,Nariwal
split-videos/train\Amilo\20241006_090618_speed_up.mp4,Amilo
split-videos/train\Kharayo\20241014_093156_rotate.mp4,Kharayo
split-videos/train\Khairo\20241003_085715_color_jitter.mp4,Khairo
split-videos/train\Naadi\Dataset01 (14)_color_jitter.mp4,Naadi
split-videos/train\Saag\20241002_112152_speed_up.mp4,Saag
split-videos/train\Naadi\20241001_152909_rotate.mp4,Naadi
split-videos/train\Naadi\20241003_114728_slow_down.mp4,Naadi
split-videos/train\Amilo\20241003_085616_color_jitter.mp4,Amilo
split-videos/train\Amilo\20241003_085616_slow_down.mp4,Amilo
split-videos/train\Saag\20241002_121527_brightness.mp4,Saag
split-videos/train\Kharayo\20241001_153014_speed_up.mp4,Kharayo
split-videos/train\Mahina\20241003_114215_slow_down.mp4,Mahina
split-videos/train\Naang\20241008_091819_flip.mp4,Naang
split-videos/train\Poush\20241014_093156_flip.mp4,Poush
split-videos/train\Nariwal\20241008_101009_rotate.mp4,Nariwal
split-videos/train\Guy\20241014_093129_speed_up.mp4,Guy
split-videos/train\Ghar\20241002_104835_speed_up.mp4,Ghar
split-videos/train\Amilo\20241003_114358_rotate.mp4,Amilo
split-videos/train\Baisakh\Dataset02 (8)_rotate.mp4,Baisakh
split-videos/train\Nariwal\20241014_093944_rotate.mp4,Nariwal
split-videos/train\Khairo\20241003_115444_rotate.mp4,Khairo
split-videos/train\Poush\20241003_091227_speed_up.mp4,Poush
split-videos/train\Shau\20241002_111824_color_jitter.mp4,Shau
split-videos/train\Naang\Dataset02 (3)_brightness.mp4,Naang
split-videos/train\Baisakh\20241003_120831_color_jitter.mp4,Baisakh
split-videos/train\Saag\Dataset02 (17)_color_jitter.mp4,Saag
split-videos/train\Kharayo\20241002_105042_slow_down.mp4,Kharayo
split-videos/train\Baisakh\Dataset01 (8)_noise.mp4,Baisakh
split-videos/train\Hathi\20241003_090016_brightness.mp4,Hathi
split-videos/train\Hathi\20241006_091015_slow_down.mp4,Hathi
split-videos/train\Jestha\20241001_152352_slow_down.mp4,Jestha
split-videos/train\Kera\20241014_092838_slow_down.mp4,Kera
split-videos/train\Amilo\20241002_121249_speed_up.mp4,Amilo
split-videos/train\Falful\20241003_115610_flip.mp4,Falful
split-videos/train\Poush\20241006_082626_slow_down.mp4,Poush
split-videos/train\Naang\20241003_121235_speed_up.mp4,Naang
split-videos/train\Jestha\Dataset01 (18)_noise.mp4,Jestha
split-videos/train\Baisakh\20241008_100746_rotate.mp4,Baisakh
split-videos/train\Poush\20241003_114317_color_jitter.mp4,Poush
split-videos/train\Gundruk\20241006_083351_slow_down.mp4,Gundruk
split-videos/train\Naadi\20241003_121221_noise.mp4,Naadi
split-videos/train\Sungur\20241003_091511_rotate.mp4,Sungur
split-videos/train\Naang\20241006_094223_color_jitter.mp4,Naang
split-videos/train\Kera\20241003_085814_slow_down.mp4,Kera
split-videos/train\Falful\20241003_115610_brightness.mp4,Falful
split-videos/train\Khairo\20241008_100859_flip.mp4,Khairo
split-videos/train\Amilo\20241003_115353_noise.mp4,Amilo
split-videos/train\Nariwal\20241001_152800_speed_up.mp4,Nariwal
split-videos/train\Sungur\20241014_093143_color_jitter.mp4,Sungur
split-videos/train\Naadi\20241001_152909_speed_up.mp4,Naadi
split-videos/train\Falful\20241006_090751_speed_up.mp4,Falful
split-videos/train\Poush\20241002_121218_flip.mp4,Poush
split-videos/train\Kharayo\20241003_115946_speed_up.mp4,Kharayo
split-videos/train\Hathi\20241002_104939_noise.mp4,Hathi
split-videos/train\Kera\20241006_090812_speed_up.mp4,Kera
split-videos/train\Naadi\20241002_105324_slow_down.mp4,Naadi
split-videos/train\Nariwal\20241008_101009_slow_down.mp4,Nariwal
split-videos/train\Nariwal\20241008_101009_noise.mp4,Nariwal
split-videos/train\Khairo\20241006_084850_brightness.mp4,Khairo
split-videos/train\Shau\20241002_111824_slow_down.mp4,Shau
split-videos/train\Amilo\20241003_120921_flip.mp4,Amilo
split-videos/train\Hariyo\20241003_115417_color_jitter.mp4,Hariyo
split-videos/train\Ghar\20241006_094147_brightness.mp4,Ghar
split-videos/train\Jestha\20241014_093706_slow_down.mp4,Jestha
split-videos/train\Shau\20241003_085731_slow_down.mp4,Shau
split-videos/train\Guy\20241003_121306_slow_down.mp4,Guy
split-videos/train\Guy\20241002_112412_speed_up.mp4,Guy
split-videos/train\Hariyo\20241006_093857_speed_up.mp4,Hariyo
split-videos/train\Sungur\20241003_114826_rotate.mp4,Sungur
split-videos/train\Saag\20241003_115728_color_jitter.mp4,Saag
split-videos/train\Naang\dataset 03 (19)_slow_down.mp4,Naang
split-videos/train\Amilo\dataset 03 (2)_brightness.mp4,Amilo
split-videos/train\Hariyo\20241006_090638_brightness.mp4,Hariyo
split-videos/train\Sungur\20241003_121315_color_jitter.mp4,Sungur
split-videos/train\Jestha\20241002_121200_speed_up.mp4,Jestha
split-videos/train\Guy\20241002_104953_brightness.mp4,Guy
split-videos/train\Ghar\20241003_085912_rotate.mp4,Ghar
split-videos/train\Jestha\dataset 03 (20)_flip.mp4,Jestha
split-videos/train\Falful\20241014_092805_rotate.mp4,Falful
split-videos/train\Hathi\20241006_083647_rotate.mp4,Hathi
split-videos/train\Nariwal\20241002_112125_speed_up.mp4,Nariwal
split-videos/train\Khairo\20241008_100859_speed_up.mp4,Khairo
split-videos/train\Ghar\dataset 03 (11)_noise.mp4,Ghar
split-videos/train\Ghar\20241003_085912_speed_up.mp4,Ghar
split-videos/train\Jestha\20241003_114257_color_jitter.mp4,Jestha
split-videos/train\Kharayo\20241008_101220_slow_down.mp4,Kharayo
split-videos/train\Amilo\20241001_152509_noise.mp4,Amilo
split-videos/train\Naang\20241006_090956_brightness.mp4,Naang
split-videos/train\Amilo\20241003_120921_rotate.mp4,Amilo
split-videos/train\Mahina\20241008_100734_noise.mp4,Mahina
split-videos/train\Hariyo\20241001_152548_flip.mp4,Hariyo
split-videos/train\Kharayo\Dataset01 (3)_color_jitter.mp4,Kharayo
split-videos/train\Hariyo\20241008_091552_speed_up.mp4,Hariyo
split-videos/train\Jestha\20241014_092519_slow_down.mp4,Jestha
split-videos/train\Naadi\20241003_121221_brightness.mp4,Naadi
split-videos/train\Gundruk\20241003_114656_flip.mp4,Gundruk
split-videos/train\Kharayo\20241002_121814_rotate.mp4,Kharayo
split-videos/train\Nariwal\20241002_112125_noise.mp4,Nariwal
split-videos/train\Ghar\20241003_085912_flip.mp4,Ghar
split-videos/train\Poush\20241014_093733_rotate.mp4,Poush
split-videos/train\Mahina\20241003_120819_brightness.mp4,Mahina
split-videos/train\Jestha\20241014_092519_speed_up.mp4,Jestha
split-videos/train\Naang\20241008_101128_speed_up.mp4,Naang
split-videos/train\Gundruk\20241008_094608_speed_up.mp4,Gundruk
split-videos/train\Kharayo\20241002_112500_brightness.mp4,Kharayo
split-videos/train\Jestha\20241002_121200_brightness.mp4,Jestha
split-videos/train\Sungur\20241008_101208_flip.mp4,Sungur
split-videos/train\Falful\20241006_083109_brightness.mp4,Falful
split-videos/train\Amilo\20241006_094559_brightness.mp4,Amilo
split-videos/train\Baisakh\20241002_104210_brightness.mp4,Baisakh
split-videos/train\Poush\20241003_114317_speed_up.mp4,Poush
split-videos/train\Kharayo\20241002_112500_noise.mp4,Kharayo
split-videos/train\Ghar\20241014_094026_brightness.mp4,Ghar
split-videos/train\Hathi\Dataset02 (2)_noise.mp4,Hathi
split-videos/train\Guy\20241014_093129_noise.mp4,Guy
split-videos/train\Jestha\20241014_093706_noise.mp4,Jestha
split-videos/train\Falful\20241006_090751_color_jitter.mp4,Falful
split-videos/train\Kharayo\dataset 03 (17)_slow_down.mp4,Kharayo
split-videos/train\Kharayo\20241002_105042_speed_up.mp4,Kharayo
split-videos/train\Khairo\Dataset02 (12)_color_jitter.mp4,Khairo
split-videos/train\Guy\20241003_090032_speed_up.mp4,Guy
split-videos/train\Saag\20241008_091724_brightness.mp4,Saag
split-videos/train\Baisakh\Dataset01 (8)_rotate.mp4,Baisakh
split-videos/train\Poush\20241006_082626_brightness.mp4,Poush
split-videos/train\Falful\dataset 03 (8)_slow_down.mp4,Falful
split-videos/train\Ghar\20241014_094026_noise.mp4,Ghar
split-videos/train\Saag\20241008_101024_slow_down.mp4,Saag
split-videos/train\Jestha\20241003_114257_brightness.mp4,Jestha
split-videos/train\Poush\20241002_121218_slow_down.mp4,Poush
split-videos/train\Nariwal\20241002_104734_rotate.mp4,Nariwal
split-videos/train\Naang\20241008_091819_slow_down.mp4,Naang
split-videos/train\Mahina\Dataset01 (13)_speed_up.mp4,Mahina
split-videos/train\Ghar\20241002_112236_flip.mp4,Ghar
split-videos/train\Gundruk\20241002_104820_color_jitter.mp4,Gundruk
split-videos/train\Shau\20241006_093952_flip.mp4,Shau
split-videos/train\Amilo\Dataset01 (1)_speed_up.mp4,Amilo
split-videos/train\Saag\20241003_085844_rotate.mp4,Saag
split-videos/train\Khairo\Dataset01 (9)_slow_down.mp4,Khairo
split-videos/train\Sungur\20241003_090102_speed_up.mp4,Sungur
split-videos/train\Jestha\dataset 03 (20)_noise.mp4,Jestha
split-videos/train\Naang\20241003_085957_rotate.mp4,Naang
split-videos/train\Naadi\20241003_085941_rotate.mp4,Naadi
split-videos/train\Gundruk\20241002_112212_slow_down.mp4,Gundruk
split-videos/train\Sungur\20241002_105015_flip.mp4,Sungur
split-videos/train\Hathi\20241003_090016_noise.mp4,Hathi
split-videos/train\Hathi\20241003_121251_flip.mp4,Hathi
split-videos/train\Amilo\20241008_093927_brightness.mp4,Amilo
split-videos/train\Guy\Dataset01 (11)_speed_up.mp4,Guy
split-videos/train\Poush\20241002_111555_brightness.mp4,Poush
split-videos/train\Hariyo\20241003_091247_color_jitter.mp4,Hariyo
split-videos/train\Kharayo\20241003_121326_slow_down.mp4,Kharayo
split-videos/train\Naadi\20241003_115819_speed_up.mp4,Naadi
split-videos/train\Khairo\20241002_121327_flip.mp4,Khairo
split-videos/train\Baisakh\20241006_093749_slow_down.mp4,Baisakh
split-videos/train\Naadi\20241006_083547_color_jitter.mp4,Naadi
split-videos/train\Khairo\20241002_104443_slow_down.mp4,Khairo
split-videos/train\Hathi\Dataset01 (10)_flip.mp4,Hathi
